Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
7632,184.0,8.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",After recital 1,,,,,0.0,38,Greens/ EFA,RCV,-,300,369,22,0.0
7633,184.0,9.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Recital 2,,,,,0.0,39,Greens/ EFA,RCV,-,209,465,20,0.0
7634,184.0,10.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",After recital 4,,,,,0.0,50,ECR,RCV,-,161,506,27,0.0
7635,184.0,11.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Recital 10,,,,,0.0,,original text,RCV,+,529,121,40,0.0
7636,184.0,12.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: Commission proposal,,,,,1.0,,0,RCV,+,530,132,34,1.0
7637,184.0,1.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 13,,,,,0.0,,original text,RCV,-,293,382,16,0.0
7638,184.0,2.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 25,,,,,0.0,,original text,RCV,+,357,320,15,0.0
7639,184.0,3.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 31 ,,,,,0.0,,original text,RCV,+,334,317,40,0.0
7640,184.0,4.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 43,,,,,0.0,,original text,RCV,+,392,243,56,0.0
7641,184.0,5.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 45,,,,,0.0,,original text,RCV,+,366,295,33,0.0
7642,184.0,6.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 46,,,,,0.0,,original text,RCV,+,364,297,33,0.0
7643,184.0,7.0,11.09.2018,,"Measures to prevent and combat mobbing and sexual harassment at the workplace, in public spaces, and in political life in the EU",,,,,,Non,Motion for resolution,s,Picierno,A8-0265/2018,2018/2055/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0265&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,528,48,115,1.0
7644,184.0,1.0,11.09.2018,,Language equality in the digital age,,,,,,Non,Motion for resolution,s,Evans,A8-0228/2018,2018/2028/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0228&language=EN,Committee on Culture and Education,Culture & education,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,592,45,44,1.0
7645,184.0,1.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 54,,,,,0.0,,original text,RCV,+,379,306,10,0.0
7646,184.0,2.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 54,,,,,0.0,,original text,RCV,+,584,103,5,0.0
7647,184.0,3.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 56,,,,,0.0,,original text,RCV,+,376,314,7,0.0
7648,184.0,4.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 91,,,,,0.0,,original text,RCV,+,647,33,9,0.0
7649,184.0,5.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 91,,,,,0.0,,original text,RCV,+,368,298,22,0.0
7650,184.0,6.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 91,,,,,0.0,,original text,RCV,+,366,307,19,0.0
7651,184.0,7.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 92,,,,,0.0,,original text,RCV,+,650,36,9,0.0
7652,184.0,8.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,Paragraph 92,,,,,0.0,,original text,RCV,+,361,295,32,0.0
7653,184.0,9.0,11.09.2018,,Transparent and accountable management of natural resources in developing countries: the case of forests,,,,,,Non,Motion for resolution,s,Hautala,A8-0249/2018,2018/2003/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0249&language=EN,Committee on Development,Development,vote: recommendation (as a whole),,,,,1.0,,0,RCV,+,354,53,266,1.0
7654,185.0,1.0,12.09.2018,,Nominal quantities for placing on the Union market of single distilled shochu,,,,,***I,Leg,Draft legislative resolution,s,Vălean,A8-0255/2018,2018/0097/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0255&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,single vote,,,,,1.0,,0,RCV,+,611,20,65,1.0
7655,185.0,1.0,12.09.2018,,Amendment to the US-EU Memorandum of Cooperation (deployment of air traffic management systems),,,,,***,Leg,Draft legislative resolution,s,Paksas,A8-0214/2018,2018/0009/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0214&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: consent,,,,,1.0,,0,RCV,+,633,52,20,1.0
7656,185.0,1.0,12.09.2018,,Agreement on Air Transport between Canada and the EU (accession of Croatia),,,,,***,Leg,Draft legislative resolution,s,Assis,A8-0256/2018,2014/0023/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0256&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: consent,,,,,1.0,,0,RCV,+,668,14,22,1.0
7657,185.0,1.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,"Proposal to reject the
Commission proposal",,,,,0.0,87,EFDD,RCV,-,70,627,10,0.0
7658,185.0,2.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,"Amendments by the
committee responsible -
separate vote",,,,,0.0,45,committee,RCV,_,174,527,7,0.0
7659,185.0,3.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,"Amendments by the
committee responsible -
separate vote",,,,,0.0,76,committee,RCV,+,392,291,25,0.0
7660,185.0,4.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,After Article 5,,,,,0.0,"211=
243=","Greens/EFA
38+ MEPs",RCV,-,290,383,35,0.0
7661,185.0,5.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,After Article 5,,,,,0.0,"162=
189=
210=","ALDE
EFDD
Greens/ EFA",RCV,-,317,343,47,0.0
7662,185.0,6.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 11,,,,,0.0,"88D=
191D=","EFDD
EFDD",RCV,-,160,530,17,0.0
7663,185.0,7.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,"Article 11, after paragraph 4",,,,,0.0,89,EFDD,RCV,-,74,624,11,0.0
7664,185.0,8.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,After Article 11,,,,,0.0,213,Greens/ EFA,RCV,-,294,395,17,0.0
7665,185.0,9.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 13,,,,,0.0,"90D=
125D=
193D=","EFDD
EUL/NGL
EFDD",RCV,-,169,517,17,0.0
7666,185.0,10.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 13,,,,,0.0,"100,
101,
102,
103, 104
& 105",IMCO,RCV,-,277,392,36,0.0
7667,185.0,11.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 13,,,,,0.0,214,Greens/ EFA,RCV,-,266,404,36,0.0
7668,185.0,12.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 13,,,,,0.0,"169=
220,
221,
222, 223
& 224=","ALDE
38+ MEPs",RCV,-,195,497,15,0.0
7669,185.0,13.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,Article 13,,,,,0.0,"156,
157,
158,
159, 160
& 161",EPP,RCV,+,366,297,40,0.0
7670,185.0,14.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,After Article 17,,,,,0.0,130,EUL/NGL,RCV,-,166,529,15,0.0
7671,185.0,15.0,12.09.2018,,Copyright in the Digital Single Market,,,,,***I,Leg,Draft legislative resolution,s,Voss,A8-0245/2018,2016/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0245&language=EN,Committee on Legal Affairs,Legal affairs,vote: Commission proposal ,,,,,1.0,,0,RCV,+,438,226,39,1.0
7672,185.0,1.0,12.09.2018,,Controls on cash entering or leaving the Union ,,,,,***I,Leg,Draft legislative resolution,s,"Delvaux, López Aguilar ",A8-0394/2017,2016/0413/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0394&language=EN,"Committee on Economic and Monetary Affairs, Committee on Civil Liberties, Justice and Home Affairs",Economic & monetary affairs,"Proposal to reject the
Commission proposal",,,,,0.0,97,EFDD,RCV,-,40,648,6,0.0
7673,185.0,2.0,12.09.2018,,Controls on cash entering or leaving the Union ,,,,,***I,Leg,Draft legislative resolution,s,"Delvaux, López Aguilar ",A8-0394/2017,2016/0413/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0394&language=EN,"Committee on Economic and Monetary Affairs, Committee on Civil Liberties, Justice and Home Affairs",Economic & monetary affairs,Provisional agreement,,,,,0.0,96,committee,RCV,+,625,39,34,0.0
7674,185.0,1.0,12.09.2018,,Countering money laundering by criminal law,,,,,***I,Leg,Draft legislative resolution,s,Corrao,A8-0405/2017,2016/0414/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0405&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,,,,,0.0,59,committee,RCV,+,634,46,24,0.0
7675,185.0,1.0,12.09.2018,,The situation in Hungary,,,,,,Non,Motion for resolution,s,Sargentini,A8-0250/2018,2017/2131/INL,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0250&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,13D,EFDD,RCV,-,162,515,16,0.0
7676,185.0,2.0,12.09.2018,,The situation in Hungary,,,,,,Non,Motion for resolution,s,Sargentini,A8-0250/2018,2017/2131/INL,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0250&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After Recital E,,,,,0.0,11,EFDD,RCV,-,190,497,9,0.0
7677,185.0,3.0,12.09.2018,,The situation in Hungary,,,,,,Non,Motion for resolution,s,Sargentini,A8-0250/2018,2017/2131/INL,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0250&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After Recital E,,,,,0.0,16,EFDD,RCV,-,176,488,30,0.0
7678,185.0,4.0,12.09.2018,,The situation in Hungary,,,,,,Non,Motion for resolution,q,Sargentini,A8-0250/2018,2017/2131/INL,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0250&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: text as a whole,,,,,1.0,,0,RCV,+,448,197,48,1.0
7679,185.0,1.0,12.09.2018,,Autonomous weapon systems,,,,,,Non,Motion for resolution,s,0,RC-B8-0308/2018,2018/2752/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2018-0308&language=EN,0,Foreign & security policy,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,566,47,73,1.0
7680,185.0,1.0,12.09.2018,,State of EU-US relations,,,,,,Non,Motion for resolution,s,Brok,A8-0251/2018,2017/2271/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0251&language=EN,Committee on Foreign Affairs,Foreign & security policy,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,490,148,51,1.0
7681,185.0,1.0,12.09.2018,,State of EU-China relations,,,,,,Non,Motion for resolution,s,Belder,A8-0252/2018,2017/2274/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0252&language=EN,Committee on Foreign Affairs,Foreign & security policy,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,530,53,55,1.0
7682,186.0,1.0,13.09.2018,,Eurojust and Albania Cooperation Agreement,,,,,*,Leg,Draft legislative resolution,s,Ferrara,A8-0275/2018,2018/0807/CNS,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0275&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Single vote,,,,,1.0,,0,RCV,+,541,21,17,1.0
